nr,certificate_number,registration_date,name,administrator,location,county
385,448,2009-07-16,Comuna Șanț - Tabăra Valea Blaznei - Vârful Ineuț,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
386,449,2009-07-16,Comuna Rodna - Vârful Beneș - Șaua Curățel - Șaua cu Lac - Tăul Lala Mare,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
387,450,2009-07-16,Sat Valea Vinului - Izvorul Roșu - Tarnița Putredu,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
388,451,2009-07-16,Sat Valea Vinului - Șaua Curățel,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
389,452,2009-07-16,Sat Anieș - Valea Anieșului - Șaua Gărgălăului,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
390,453,2009-07-16,Între Anieșe - Izvorul Mare - Tarnița Bârsanului,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
391,454,2009-07-16,Între Anieșe - Valea Anieșului Mic - Șaua Între Izvoare,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
392,455,2009-07-16,Cabana Farmecul Pădurii - Vârful Nedeia - Vârful Rabla - Șaua Între Izvoare,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
393,456,2009-07-16,Stațiunea Sângeorz Băi - Vârful Cormaia - Cabana Farmecul Pădurii - Vârful Cormaia,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
394,457,2009-07-16,Stațiunea Sângeorz Băi - Vârful Craia - Vârful Țapului - Tarnița Obârșia Rebrei,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
395,458,2009-07-16,Sat Parva - Valea Rebrei - Tarnița la Cruce,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
396,459,2009-07-16,Sat Parva - Șaua Bașca - Peștera Tăușoare - Izvorul Negru,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
397,460,2009-07-16,Sat Parva - Muntele Locurele,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
398,461,2009-07-17,Valea Rebrei - Izvorul Ursului - Șaua Craia,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
399,462,2009-07-17,Valea Rebrei - Izvorul Gușătu - Șaua Zânelor,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
400,463,2009-07-17,Comuna Rebrișoara - Valea Rebrei - Tarnița La Cruce,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
401,464,2009-07-17,Comuna Telciu - Valea Telcișorulului - Vârful Tomnatec - Tarnița Bătrânei,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
402,465,2009-07-17,Comuna Romuli - Valea Strâmba - Zăvoaiele Borcutului - Șaua Bătrânei,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
403,466,2009-07-17,Dealul Ștefăniței - Valea Fundoaia - La Jgheaburi,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
404,467,2009-07-17,Comuna Romuli - Zăvoaiele Borcutului - Șaua Tomnatec,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud
405,468,2009-07-17,Vârful Bistricioru - Muntele Viișoara - Poiana sub Măgură - sat Piatra Fântânele,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud
406,469,2009-07-17,Sat Mița - Valea Colbul - Vârful Bistriciorul,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud
407,470,2009-07-17,Sat Mița - Valea Bistriței Valea Colbul - Poiana Dălbidanul - Muntele Viișoara,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud
408,471,2009-07-17,Satul Mița - Izvorul Lung - Șaua Terha,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud
409,472,2009-07-17,Satul Mița - Valea Tirimiul de Jos - Tăul Zânelor,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud
410,473,2009-07-17,Baraj lac de acumulare Colibița - Tăul Zânelor,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud
411,474,2009-07-17,Valea Repedea - Poiana Calului - Poiana Cofuri - Valea Pănuleț - sat Mița,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud
412,475,2009-07-17,Sat Cușma - Dealul Negru - Poiana lungă - Vârful Zurzugău,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud
413,476,2009-07-17,Baraj lac acumulare Colibița - Poiana Capul Dealului - Vârful Piatra lui Orban - sat Mița,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud
414,477,2009-07-17,Sat Piatra Fântânele - Pas Tihuța - Vârful Frâu - Vârful Siminic - Pasul Grădinița,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud
415,478,2009-07-17,Sat Leșu Ilvei - deal Murguleț - Vârful Heniul Mare - Heniul Mic - Comuna Prundu Bârgăului,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud
416,479,2009-07-17,Comuna Leșu - Valea Leșului - sat Piatra Fântânele,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud
417,480,2009-07-17,S. Piatra Fântânele - Poiana Zimbrului - Poiana Ciungii - Valea lui Toader - Izvorul Lung - s. Mița,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud
418,481,2009-07-17,S. Piatra Fântânele - drum comunal Dornișoara - Izvorul La Borcut,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud
419,482,2009-07-17,S. Piatra Fântânele - drum comunal Ciosa - Drumul Romanilor - drum E58,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud
420,483,2009-07-17,S. Piatra Fântânele - drum comunal Ciosa - Drumul Romanilor - drum E58,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud
421,484,2009-09-22,Sinaia - Hotel Alpin - Valea Dorului - Șaua Lătici - Hotel Peștera,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
422,485,2009-09-22,Sinaia - Poiana Stânei - Cabana Piatra Arsă - Hotel Peștera - Cabana Vârful Omu - Cabana Mălăiești - Râșnov,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
423,486,2009-09-22,Moroieni - Cabana Scropoasa - Cabana Bolboci - Hotel Peștera - Cabana Babele - Cabana Caraiman - Bușteni,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
424,487,2009-09-22,Bușteni - Cabana Gura Diham - Cabana Poiana Izvoarelor - Vârful Guțanu - Șaua Strunga - Cabana Padina,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
425,488,2009-09-22,Moieciu de Sus - Poiana Guțanu - Muntele Bătrâna - Valea Doamnele - Hotel Peștera,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
426,489,2009-09-22,Moieciu de Sus - Șaua Strunga - cabana Padina,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
427,490,2009-09-22,Curmătura Vârful cu Dor - Valea Izvorul Dorului - Cabana Bolboci,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
428,491,2009-09-22,Cabana Bolboci - Șaua Zănoaga - Cantonul Brătei - masivul Leaota,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
429,492,2009-09-22,Șaua Zănoaga - Vârful Lucăcilă - Vârful Deleanu - Șaua Strungulița - Șaua Strunga,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
430,493,2009-09-22,Cheile Tătarului - Valea Seacă a Tătarului - Șaua Strungulița - Șaua Strunga,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
431,494,2009-09-22,Valea Ialomiței - Valea Doamnele - Culmea Doamnele - Vârful Doamnele,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița
432,495,2009-10-19,Baia Mare - Culmea Mărgău - Șaua 3 Stejari - Vârful Pleștioara,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
433,496,2009-10-19,Baia Mare - Piatra Virgină - Vârful Pleștioara,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
434,497,2009-10-19,Baia Mare - Valea Usturoi - Vârful Pleștioara,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
435,498,2009-10-19,Baia Mare - Dealul Florilor - Vârful Pleștioara,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
436,499,2009-10-19,Baia Mare - Dealul Florilor - Piatra Șoimului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
437,500,2009-10-19,Baia Mare - Strada Minerilor - Valea Vicleanul Mare - lacul Bodi - Piatra Șoimului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
438,501,2009-10-19,Baraj Firiza - Valea Romană - Șaua Dia - Vârful Pleștioara,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
439,502,2009-10-19,Baraj - Tăul Ticerii - Șaua Dia - Brigada Silvică Usturoi,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
440,503,2009-10-19,Blidari - Vârful Crivei - Poiana Soci,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
441,504,2009-10-19,Baraj Firiza - Canalul de Apă - Valea Vicleanul Mare,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
442,505,2009-10-19,Blidari - Piatra Bulzului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
443,506,2009-10-19,Cariera Limpedea - Groapa Chiuzbăii - Platoul Ignișului - Cantonul Silvic Izvoare,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
444,507,2009-10-19,Groape - Borcutul Chiuzbăii - Vârful Igniș,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
445,508,2009-10-19,Baia Sprie - Vârful Borcutului - Șaua Poca - Chiuzbaia - Groape,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
446,509,2009-10-19,Baia Sprie - Lacul Bodi - Mogoșa - Complex turistic Șuior - Poiana Boului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
447,510,2009-10-19,Baia Sprie - Lacul Albastru - Dealul Minei - Preluca - Șaua Iazuri,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
448,511,2009-10-19,Baia Sprie - Fostul Canton I - Poiana Șuior Drumul Măriuții - Poiana Boului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
449,512,2010-04-22,Oraș Covasna - Vârful Lacauți,Consiliul Județean Covasna,Munții Vrancei,Covasna
450,513,2010-04-22,Oraș Covasna - Cetatea Zânelor,Consiliul Județean Covasna,Munții Vrancei,Covasna
451,514,2010-04-22,Comuna Lemnia - Cetatea Almaș,Consiliul Județean Covasna,Munții Vrancei,Covasna
452,515,2010-04-22,Olteni - Izvorul Sutei - Poiana Bodoc - Cetatea Kincsas,Consiliul Județean Covasna,Munții Vrancei,Covasna
453,516,2010-04-22,Sat Malnaș - Cetatea Herecz,Consiliul Județean Covasna,Munții Vrancei,Covasna
454,517,2010-04-22,Olteni - Poiana Leanyka - Cetatea Leanyka,Consiliul Județean Covasna,Munții Vrancei,Covasna
455,518,2010-06-30,Mara - Valea Hopsia - Masa de Piatră - Rezervația Creasta Cocoșului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
456,519,2010-06-30,Breb - Tăul Morărenilor - Masa de Piatră - Rezervația Creasta Cocoșului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
457,520,2010-06-30,Budești - La Borcut Măgura Budeștiului - Rezervația Creasta Cocoșului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș
458,521,2010-06-30,Sat Mara - Valea Crivini - Cheile Tătarului - Tăul Lui Dumitru,Consiliul Județean Maramureș,Munții Gutâi mas. Igniș,Maramureș
459,522,2010-07-12,Hârseni - Copăcel - Muchia Scoarța - Curmătura Tiganului - Vârful Berevoiului,Consiliul Județean Brașov,Munții Făgăraș,Brașov
460,523,2010-07-12,Muchia Scoarța - Piciorul Bătrân - Valea Berevoiului - Localitatea Rece,Consiliul Județean Brașov,Munții Făgăraș,Brașov
461,524,2010-07-12,Mărgineni - Văcarea Mică - Văcarea Mare - Vârful Comisei,Consiliul Județean Brașov,Munții Făgăraș,Brașov
462,525,2010-07-12,Lisa - Seaca - Șaua Trosnită - Muchia Sâmbetei - Cheile Bândei,Consiliul Județean Brașov,Munții Făgăraș,Brașov
463,526,2010-08-12,Criștior - Vârful Curcubăta Mare,Consiliul Județean Bihor,Munții Bihor,Bihor
464,527,2010-08-12,Poiana - Cascada Sf. Treime - Băița,Consiliul Județean Bihor,Munții Bihor,Bihor
465,528,2010-08-12,"sat Poiana - Poiana - ""La răscruce""",Consiliul Județean Bihor,Munții Bihor,Bihor
466,529,2010-08-12,Cărpinet - Izbucul Călugări,Consiliul Județean Bihor,Munții Bihor,Bihor
467,530,2010-09-09,Lacul Roșu - platoul Suhardul Mic,Consiliul Județean Harghita,Munții Giurgeului,Harghita
468,531,2010-09-09,Lacul Roșu - Balconul de Piatră - Crescătoria de păstrăvi,Consiliul Județean Harghita,Munții Giurgeului,Harghita
469,532,2010-09-09,Lacul Roșu - Peștera Licoș,Consiliul Județean Harghita,Munții Giurgeului,Harghita
470,533,2010-09-09,Lacul Roșu - Piatra Cherecului - Poiana Albă,Consiliul Județean Harghita,Munții Giurgeului,Harghita
471,534,2010-09-09,Lacul Roșu - Piatra Ghilocoș,Consiliul Județean Harghita,Munții Giurgeului,Harghita
472,535,2010-09-09,Poiana Ghilcoș - Piatra Ghilcoș,Consiliul Județean Harghita,Munții Giurgeului,Harghita
473,536,2010-09-09,Poiana Puturosu - Vârful Retițiș,Consiliul Județean Harghita,Munții Călimani,Harghita
474,537,2010-09-09,Gura Voivodesei - Lacul Iezer,Consiliul Județean Harghita,Munții Călimani,Harghita
475,538,2010-09-09,Monument Secu - Șaua Retițiș,Consiliul Județean Harghita,Munții Călimani,Harghita
476,539,2010-09-09,Băile Tușnad - Lacul Ciucaș - Stânca Șoimilor,Consiliul Județean Harghita,Munții Ciomatul Mare,Harghita
477,540,2010-09-09,Băile Tușnad - Cabana Lacul Sf. Ana,Consiliul Județean Harghita,Munții Ciomatul Mare,Harghita
478,541,2010-09-09,Băile Tușnad - Cabana Sf. Ana Muchia Lacului - Bixad,Consiliul Județean Harghita,Munții Ciomatul Mare,Harghita
479,542,2010-09-09,Pensiunea Hatar - Cabana Lacul Sf. Ana,Consiliul Județean Harghita,Munții Ciomatul Mare,Harghita
480,543,2010-12-02,Vârful Tătar - Pasul Pângăraț - Poiana Calului - Poiana Albă - Șaua Dențieș,Consiliul Județean Harghita,Munții Giurgeului,Harghita
481,544,2010-12-02,Gâtul Nyerges - Drumul Lapoș - Gâtul Licoș,Consiliul Județean Harghita,Munții Giurgeului,Harghita
482,545,2010-12-02,Lacul Roșu - Șaua Piatra Roșie - Drumul Vărarilor - Cheile Bicazului,Consiliul Județean Harghita,Munții Giurgeului,Harghita
483,546,2010-12-02,Poiana Ghilcoș - Piatra Ghilcoș,Consiliul Județean Harghita,Munții Giurgeului,Harghita
484,547,2010-12-02,Lacul Sf. Ana - Țețelea,Consiliul Județean Harghita,Munții Bodoc,Harghita
485,548,2010-12-02,Băile Tușnad - Turnul Apor - Băile Tușnad,Consiliul Județean Harghita,Munții Harghitei,Harghita
486,549,2010-12-02,Băile Tușnad - Vârful Cetății,Consiliul Județean Harghita,Munții Harghitei,Harghita
487,550,2010-12-02,Băile Tușnad - Vârful Ciomatul Mare - și retur,Consiliul Județean Harghita,Munții Harghitei,Harghita
488,551,2010-12-02,Harghita Băi - Subpădure,Consiliul Județean Harghita,Munții Harghitei,Harghita
489,552,2010-12-02,Harghita Băi - Pasul Liban,Consiliul Județean Harghita,Munții Harghitei,Harghita
490,553,2010-12-02,Satul Căpâlnița - Piatra Altarului - Cabana Harghita - Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita
491,554,2010-12-02,Satul Zetea - Dealul Fedeliu - Poiana Muntele Mare - Cabana Harghita - Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita
492,555,2010-12-02,Cabana Harghita Băi - Colțul Teșit - Poiana. Racu - Poiana Mare - Cabana Harghita - Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita
493,556,2011-02-15,Băile Herculane - Platoul și Izvorul Coronini - Cracu lui Arendașu - Poiana cu Peri,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin
494,557,2011-02-15,Băile Herculane - Platoul Coronini - Foișorul Verde - Izvorul Diana,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin
495,558,2011-02-15,Băile Herculane - Izvorul Munk - Izvorul Diana III,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin
496,559,2011-02-15,Băile Herculane - Izvorul Munk - Piscul Jubiliar - Vârful Ciorici - Vârful Dada,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin
497,560,2011-02-15,Băile Herculane - Vârful Ciorici - Peștera cu Aburi - Peștera lui Adam - peștera Despicătura,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin
498,561,2011-02-15,Băile Herculane - Șapte Izvoare Calde - Piatra Băniței Poiana Culmea Mare,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin
499,562,2011-02-15,Băile Herculane - Cascada Vânturătoarea - Poiana Cicilovete,Consiliul Județean Caraș-Severin,Munții Cernei,Caraș-Severin
500,563,2011-02-15,Băile Herculane - Cheile Pecinișcăi - Creasta Cocoșului,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
501,564,2011-02-15,Băile Herculane - Cheile Pecinișcăi - Poiana Padeș,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
502,565,2011-02-15,Băile Herculane - Cheile Ferigari - Vârful Șoimului - Peștera Mare de la Soroniște,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
503,566,2011-02-15,Băile Herculane - Cheile Ferigari - Obârșia Văii Ferigari - Creasta Podeni,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
504,567,2011-02-15,Băile Herculane - Crucea Albă - Izvorul Jelărău - Culmea Munților Mehedinți,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
505,568,2011-02-15,Băile Herculane - Crucea Albă - Vârful Domogledu Mic - Cheile Ferigari - Fosta Fabrică de Var,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
506,569,2011-02-15,Băile Herculane - Crucea Albă - Vârful Izvorul Jelărău - Vârful Susaie,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
507,570,2011-02-15,Cărarea Pisicii - Vârful Domogledu Mic - Vârful Domogledu Mare,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
508,571,2011-02-15,Băile Herculane - Crucea Albă - Izvorul Jelărău - La Șușoare - La Marginea,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
509,572,2011-02-15,Băile Herculane - Cheile Șaua Padina - La Marginea,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
510,573,2011-02-15,Băile Herculane - Cascada Cociului,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
511,574,2011-02-15,Băile Herculane - Poiana Fântâna Moșului - Creasta Gorneti,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
512,575,2011-02-15,Băile Herculane - Poiana Fântâna Moșului - Poiana Balta Cerbului - Poiana Tăsuc,Consiliul Județean Caraș-Severin,Munții Mehedinți,Caraș-Severin
513,576,2011-02-15,Băile Herculane - Izvorul Conteselor - Biserica Ortodoxă,Consiliul Județean Caraș-Severin,Masivul Domogled,Caraș-Severin
514,577,2011-03-21,Vârful Rebra - Tarnița La Cruce - Șaua Galațului - Vârful Gărgălău,Primăria Borșa,Munții Rodnei,Maramureș
515,578,2011-03-21,Spital Borșa - Valea Pietroasa - Stația meteo Iezer - Vârful Pietrosu - Vârful Rebra - Tarnița La Cruce - Vârful Cormaia,Primăria Borșa,Munții Rodnei,Maramureș
516,579,2011-03-21,Gura Negoescu - Valea Negoescu - Căldarea glaciară Puzdre - Șaua Galațiului,Primăria Borșa,Munții Rodnei,Maramureș
517,580,2011-03-21,Complexul turistic Borșa - Gura Fântânii - Buza Dealului - Puzdre - Șaua Laptelui,Primăria Borșa,Munții Rodnei,Maramureș
518,581,2011-03-21,Complexul turistic Borșa - Poiana Runcu Știolului - Șaua știol - Șaua Gărgălău,Primăria Borșa,Munții Rodnei,Maramureș
519,582,2011-03-21,Complexul turistic Borșa - Cascada Izvorul Cailor - Șaua Știol - Pasul Prislop,Primăria Borșa,Munții Rodnei,Maramureș
520,583,2011-03-21,Șesuri - Vârful Fântânele - cabana Fântâna Stanchii - Dealul Bucății - Vârful Tâșlei Baia Borșa,Primăria Borșa,Munții Maramureșului,Maramureș
521,584,2011-03-21,Pasul Prislop - Cabana Fântâna Stanchii - Tarnița Bălăsinii - Măgura Cataramei - Șaua Gâliu,Primăria Borșa,Munții Maramureșului,Maramureș
522,585,2011-03-21,Baia Borșa - Vârful Vârful Secu - mina Gura Băii - refugiul Lucăceasca - Mâcârlău (Vârful Vaserului),Primăria Borșa,Munții Maramureșului,Maramureș
523,586,2011-08-04,Crucea lui Sf. Andrei,Consiliul Județean Caraș-Severin,Podișul Mehedinți,Caraș-Severin
524,587,2011-08-04,Vodița - Dealul Duhovnei,Consiliul Județean Caraș-Severin,Podișul Mehedinți,Caraș-Severin
525,588,2011-08-04,Taravăț,Consiliul Județean Caraș-Severin,Podișul Mehedinți,Caraș-Severin
526,589,2011-08-04,Racovăț - Baldovin,Consiliul Județean Caraș-Severin,Podișul Mehedinți,Caraș-Severin
527,590,2011-08-04,Alion,Consiliul Județean Caraș-Severin,Podișul Mehedinți,Caraș-Severin
528,591,2011-08-04,Ciucaru Mic,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin
529,592,2011-08-04,Dubova - Ciucaru Mic,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin
530,593,2011-08-04,Ciucaru Mare,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin
531,594,2011-08-04,Ciucaru Mare - Ponicova,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin
532,595,2011-08-04,Cioanca Cremenească - Rudina,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin
533,596,2011-08-04,Liubotina - Cioanca Cremenească,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin
534,597,2011-08-04,Șvinița - Trikule,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin
535,598,2011-08-04,Trescovăț,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin
536,599,2011-08-04,Valea Morilor de Apă - Camenița,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin
537,600,2011-08-04,Balta Hera - Ostrov Moldova Veche,Consiliul Județean Caraș-Severin,Munții Almăjului,Caraș-Severin
538,601,2011-11-23,Podeni - Creasta Munților Mehedinți - La Ciucioare,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți
539,602,2011-11-23,Gorneți - Creasta Munților Mehedinți - Poiana Balta Cerbului,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți
540,603,2011-11-23,Izverna - Poiana Beletina,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți
541,604,2011-11-23,Isverna - Șaua Crovul Mare,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți
542,605,2011-11-23,Balta - Lunca Ponorălului - Crovul lui Răscrăcea - Peștera Mare de la Baltă - Pârâul Bălții - Balta,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți
543,606,2011-11-23,Podul lui Dumnezeu - Lacul Carstic Zăton,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți
544,607,2011-11-23,Versantul drept din Cheile Băluței,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți
545,608,2011-11-23,La Varniță - Gaura lui Ciocârdie,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți
546,609,2011-11-23,La Varniță - Cornetul Prosăcului - Peștera Epuran,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți
547,610,2011-11-23,Bala - Bala de Sus - Busești - Dâlma - Runcșoru - Rudina - Bala,Consiliul Județean Mehedinți,Munții Mehedinți,Mehedinți
548,611,2011-11-28,Ohaba de sub Piatră - Lacul Bucura - Cabana Buta - Cheile Buții - Câmpu lui Neag,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
549,612,2011-11-28,Pui - Hobița - Vârful Păpușa - Vârful Bucura I - Vârful Retezat - Lacul Ștevia - Pârtia Râușor - baza Salvamont Râușor,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
550,613,2011-11-28,Uricani - Curmătura Tulișa - Vârful Custura - Șaua Paltina - Vârful Galbena - Vârful Godeanu,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
551,614,2011-11-28,Cabana Pietrele - Valea Galeș - Lacul Galeș - Șaua Vârful Mare - Vârful Mare,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
552,615,2011-11-28,Cabana Pietrele - Valea Rea - Tăurile din Valea Rea - Șaua Pelegii,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
553,616,2011-11-28,Cabana Pietrele - Valea Stânișoare - Lacul Stânișoara - Șaua Retezatului - Vârful Retezat,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
554,617,2011-11-28,Cabana Pietrele - Culmea Lolaia - Șaua Ciurila - Vârful Lolaia - Șaua Lolaia - Vârful Retezat - Poarta Bucurei - Tăul Porții - Lacul Bucura,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
555,618,2011-11-28,Cabana Pietrele - Culmea Lolaia - Șaua Ciurila - Vârful Lolaia - Șaua Lolaia - Vârful Retezat - Poarta Bucurei - Tăul Porții - Lacul Bucura,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
556,619,2011-11-28,Lacul Galeș - Șaua Zănoagele - Tăurile din Valea Rea Șaua Pelegii,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
557,620,2011-11-28,Valea Nucșoara - Cetatea Colț,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
558,621,2011-11-28,Râu de Mori - Suseni - Valea Râușor - Baza Salvamont Râușor - Pârtia Râușor - Valea Valeresca - Șaua Muncelul - Culmea Prelucele - Retezat - Vârful Retezat,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
559,622,2011-11-28,Brazi - Cabana Gura Zlata - Lacul Gura Apei - Cabana Rotunda - Poiana Pelegii - Valea Peleaga - Șaua Pelegii,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
560,623,2012-04-03,Baza de Salvare Vlădeasa - Stație Meteo - Vârful Vlădeasa - Pietrele Albe - Dealul Petrieni - Baza de Salvare Vlădeasa,Consiliul Local al Comunei Secuiu - Județul Cluj,Masivul Vlădeasa,Cluj
561,624,2012-04-03,Punct Salvare Răchițele - Vârful Stanciului - Ponorul din Vârful Seaca - Cabana Vlădeasa - biserica Frăsinenilor - Vârful Cetății - Vârful Lespezi - Punct Salvamont Răchițele,Consiliul Local al Comunei Secuiu - Județul Cluj,Masivul Vlădeasa,Cluj
